05/11/2020                                                                         Dynamic List Display                                                                                1

Part Number / ESN Code By Supplier

	Vendor Number	Vendor Name	Material No	Material Description	Mat Group	PO Date Range	Plant	PO Net Order Value	PO Net Quantity
	30014744	UTC FIRE & SECURITY	A7F30073593	LNL-1100-S3 16 MONITOR INPUT CARD	MTD	05/08/2020-05/08/2020	B100	           484.00	         1.000
	30014744	UTC FIRE & SECURITY	A7F30085635	LENEL INTELLIGENT SYSTEM CONTROLLER - 12	MTD	05/08/2020-05/08/2020	B100	         1,313.00	         1.000
	30014744	UTC FIRE & SECURITY	A7F30092873	LNL-AL400ULX, 4A,110VAC POWER SUPPLY	MBA	05/08/2020-05/08/2020	B100	           290.00	         1.000
	30014744	UTC FIRE & SECURITY	A7F30096691	LNL-1320-S3, DUAL READER INTERFACE MODUL	NTE	05/08/2020-05/08/2020	B100	         3,376.00	         8.000
	30014744	UTC FIRE & SECURITY	UBF:MTT	LNL-AL600ULX-4CB6	MTT	05/08/2020-05/08/2020	B100	           474.00	         1.000
	30015158	AFFILIATED STEAM EQUIPMENT COMPANY	UBF:OMH	8221G7 24VAC	OMH	05/04/2020-05/04/2020	B100	           510.00	         1.000
	30015292	ALTRONIX CORP	A7F30024027	8 OUTPUT ACS\FIRE POWER DISTRIBUTION MOD	MBA	05/08/2020-05/08/2020	B100	            17.74	         1.000
	30015292	ALTRONIX CORP	A7F30031325	8 INPUT\8 OUTPUT ACCESS POWER CONTROLLER	MBA	05/08/2020-05/08/2020	B100	            41.07	         1.000
	30015292	ALTRONIX CORP	A7F30031841	2 OUTPUT ACCESS CONTROL POWER SUPPLY/CHA	MBA	05/04/2020-05/04/2020	B100	         1,352.55	        15.000
	30015302	T R RICOTTA ELECTRIC INC	A7F30000072	Electrical Wiring- TR Ricotta	QIB	05/01/2020-05/07/2020	B100	       253,200.00	   253,200.000
	30015312	J. T. LYNNE REPRESENTATIVES INC	UBF:OMH	70-24-0061SVH-BBU QT: QT-1255427-00	OMH	05/08/2020-05/08/2020	B100	         3,724.00	         2.000
	30015387	B & G ELECTRICAL CONTRACTORS	A7F38000001	B&G Electric 4507756320 CO 05	QIA	05/05/2020-05/05/2020	B100	        45,266.51	    45,266.510
	30015401	THERMO/CENSE INC	A7F30001843	THERMAL VIAL BRACKET	NSR	05/05/2020-05/06/2020	B100	            78.30	         6.000
	30015401	THERMO/CENSE INC	A7F30016634	AS103282PD1205B75M,MINCO SENSOR	NSR	05/06/2020-05/06/2020	B100	           448.96	         2.000
	30015401	THERMO/CENSE INC	A7F30054103	AS101436PD72AT,(-100 TO -40 C) W/NIST	NSD	05/07/2020-05/07/2020	B100	           783.00	         3.000
	30015401	THERMO/CENSE INC	A7F30065708	THERMVIAL, NO-DISP, w/CAL (-50/50C)	NSD	05/01/2020-05/01/2020	B100	           720.00	         2.000
	30015401	THERMO/CENSE INC	A7F30071522	TempSen,Duct AvgFlex50',20-120F StdCal	NSD	05/06/2020-05/06/2020	B100	           383.70	         3.000
	30015401	THERMO/CENSE INC	UBF:NSD	AS101436PD120SA, MINCO RTD Assembly	NSD	05/05/2020-05/08/2020	B100	         6,653.93	        44.000
	30015412	JAMERSON & BAUWENS ELECTRICAL	A7F30000072	Jamerson & Bauwens PO 4507595117 CO 3	QIB	05/01/2020-05/01/2020	B100	           864.00	       864.000
	30015609	HATZEL AND BUEHLER INC	A7F30000072	Sub - Hatzel & Buehler, Inc.	QIB	05/01/2020-05/08/2020	B100	        62,770.00	    62,770.000
	30015780	IRIS ID SYSTEMS INC	A7F30098789	ICAM7101S-B, IRIS RECOGNITION READER	NTA	05/05/2020-05/05/2020	B100	         5,091.00	         3.000
	30015912	CARD IMAGING INC	A7F30065569	COLOR RIBBON FOR DTC4500, YMCKO.  EACH R	NTF	05/06/2020-05/06/2020	B100	            86.94	         1.000
	30015912	CARD IMAGING INC	A7F30065597	FAGO CLEANING KIT FOR PRINTERS DTC1000,	NTF	05/06/2020-05/06/2020	B100	            33.00	         1.000
	30015912	CARD IMAGING INC	A7F30083891	DTC4500E DUAL SIDED CARD PRINTER	NTF	05/06/2020-05/06/2020	B100	         2,572.90	         1.000
	30016071	PCS POWER & COMMUNICATIONS	A7F38000001	PCS CO#4 (PO 4507607867)	QIA	05/01/2020-05/01/2020	B100	         7,674.00	     7,674.000
	30016132	SYSTEM SENSOR LTD	A7F30015768	4WT-B, 4 WIRE PLUG-IN PHOTOELECTRIC W/BA	MTN	05/08/2020-05/08/2020	B100	           144.00	         6.000
	30016132	SYSTEM SENSOR LTD	A7F30045902	METAL SAMPLING TUBE DUCT WIDTH UP TO 1FT	MTG	05/03/2020-05/03/2020	B100	             2.80	         1.000
	30016132	SYSTEM SENSOR LTD	A7F30045903	METAL SAMPLING TUBE DUCT WIDTHS 1-2 FT	MTG	05/06/2020-05/06/2020	B100	             3.79	         1.000
	30016132	SYSTEM SENSOR LTD	A7F30045904	METAL SAMPLING TUBE DUCT WIDTHS 2-4 FT	MTG	05/06/2020-05/06/2020	B100	            24.60	         5.000
	30016132	SYSTEM SENSOR LTD	A7F30045905	METAL SAMPLING TUBE DUCT WIDTHS 4-8 FT	MTG	05/06/2020-05/06/2020	B100	            20.31	         3.000
	30016132	SYSTEM SENSOR LTD	A7F30045906	METAL SAMPLING TUBE DUCT WIDTHS 8-12 FT	MTG	05/06/2020-05/06/2020	B100	            84.24	         6.000
	30016168	YOKOGAWA CORP OF AMERICA	UBF:MRF	 DY050-DBMBA1-2D/FF1/MV	MRF	05/05/2020-05/05/2020	B100	         3,541.50	         1.000
	30016356	CONTEMPORARY CONTROL SYSTEMS INC	A7F30056149	4 PORT 100BASE-TX SWITCHING HUB W/ SC CO	NRA	05/04/2020-05/04/2020	B100	           695.00	         1.000
	30016366	GOODRICH SALES INC	1219-44003	POLY TUBE 1/4" OD 4X250FT YOYO	FKA	05/07/2020-05/07/2020	B100	           160.00	     2,000.000
	30016467	HATCHELL & ASSOCIATES INC	A7F30000072	Hatchell and Associates FWO	QIB	05/08/2020-05/08/2020	B100	         1,300.00	     1,300.000
	30016479	WINDY CITY WIRE CABLE AND	A7F30093413	16-02 UNS SOL FPLP, YLW STP	FPD	05/04/2020-05/04/2020	B100	           248.00	         2.000
	30016479	WINDY CITY WIRE CABLE AND	A7F30093414	14-02 UNS SOL FPLP, RED JKT	FPD	05/04/2020-05/04/2020	B100	           716.00	         4.000
	30016479	WINDY CITY WIRE CABLE AND	UBF:FPD	04210029	FPD	05/04/2020-05/04/2020	B100	         7,750.00	        12.000
	30016479	WINDY CITY WIRE CABLE AND	UBF:MTD	0043860; 22-04 UNS STR CMP Grn Jkt	MTD	05/05/2020-05/08/2020	B100	         8,832.50	        30.500
	30016689	L.L.D. ELECTRIC CO	A7F30000072	LLD Electric WO	QIB	05/05/2020-05/05/2020	B100	         1,400.00	     1,400.000
	30016807	VERIS INDUSTRIES LLC	A7F30008624	PW2XX05S DifPres Xducer,Wet,0-250psi	NSB	05/07/2020-05/07/2020	B100	         1,164.35	         5.000
	30016807	VERIS INDUSTRIES LLC	A7F30011256	H300 MICRO-SPLITCORE GO/NO GO .15-60Amps	NSA	05/04/2020-05/11/2020	B100	           693.03	        39.000
	30016807	VERIS INDUSTRIES LLC	A7F30026240	Current Switch,Micro,Split Core,Adj.,.75	NSA	05/09/2020-05/09/2020	B100	            29.84	         1.000
	30016807	VERIS INDUSTRIES LLC	A7F30090790	VTD2P-UNI, TIME DELAY RELAY,DPDT,15A,DIN	KGB	05/08/2020-05/08/2020	B100	           177.64	         4.000
	30016807	VERIS INDUSTRIES LLC	A7F30096198	PX3PLX02 Pressure,Dry,Panel,LCD,0-10"WC	NSB	05/05/2020-05/05/2020	B100	           161.42	         2.000
	30016807	VERIS INDUSTRIES LLC	A7F30096525	PX3ULX05,Pressure,Dry,Universal,LCD	NSB	05/04/2020-05/04/2020	B100	           277.17	         3.000
	30016807	VERIS INDUSTRIES LLC	A7F30100684	CS,VFD,MINI SC, LOAD	KFA	05/05/2020-05/08/2020	B100	         2,314.48	        50.000
	30016807	VERIS INDUSTRIES LLC	AA13	Accsy,Pigtail StmSiphn,1/4NPT Thrd,Sch40	NSB	05/08/2020-05/08/2020	B100	            22.80	         1.000
	30016807	VERIS INDUSTRIES LLC	CWLSXX	CO2,Wall,LCD,K30	NSN	05/08/2020-05/08/2020	B100	           559.80	         4.000
	30016807	VERIS INDUSTRIES LLC	H321	CURR SNSR-SPLIT 800A 4-20MA	NSA	05/07/2020-05/07/2020	B100	           226.66	         2.000
	30016807	VERIS INDUSTRIES LLC	H548NS	FRAC HP MOTOR CONT W/O HOA	NSA	05/06/2020-05/06/2020	B100	            26.55	         1.000
	30016807	VERIS INDUSTRIES LLC	H600	Current Switch,Mini Split-Core,Fixed,N.O	NSA	05/04/2020-05/08/2020	B100	           740.40	        60.000
	30016807	VERIS INDUSTRIES LLC	H608	CUR SW SPLTCOR-ADJ SETPT W/LED	NSA	05/01/2020-05/11/2020	B100	         3,796.10	       238.000
	30016807	VERIS INDUSTRIES LLC	H709	MISC, CURRENT STATUS SWITCH	NSA	05/05/2020-05/05/2020	B100	           351.80	        20.000
	30016807	VERIS INDUSTRIES LLC	H908	TRANSFR, CURRENT SW SPLITCORE-ADJ W/LED	NSA	05/08/2020-05/08/2020	B100	            34.04	         2.000
	30016807	VERIS INDUSTRIES LLC	H921	CUR.SENSOR, HAWKEYE 921 CUR.SEN	NSA	05/05/2020-05/06/2020	B100	           713.68	        22.000
	30016807	VERIS INDUSTRIES LLC	UBF:JDD	TWLPXXX UBF:JDD  TERMINAL BOXES	JDD	05/07/2020-05/07/2020	B100	         2,296.02	        34.000
	30016807	VERIS INDUSTRIES LLC	UBF:MRF	TCBB1	MRF	05/05/2020-05/05/2020	B100	            29.14	         1.000
	30016807	VERIS INDUSTRIES LLC	UBF:NSB	PWRLX04S006A, Prsr,Wet,RMT,LCD,0-100PSID	NSB	05/08/2020-05/08/2020	B100	         1,493.05	         6.000
	30016807	VERIS INDUSTRIES LLC	UBF:NSD	TCDC0	NSD	05/08/2020-05/08/2020	B100	            56.10	         3.000
	30017026	BOSCH SECURITY SYSTEMS INC	A7F30029942	DOOR/WINDOW TRANSMITTER WITH REED SWITCH	MTJ	05/08/2020-05/08/2020	B100	           100.00	         2.000
	30017026	BOSCH SECURITY SYSTEMS INC	A7F30079514	ENCLOSURE, CONTROL PANEL, MEDIUM WHITE	MTY	05/07/2020-05/07/2020	B100	            20.50	         1.000
	30017026	BOSCH SECURITY SYSTEMS INC	A7F30095250	PENDANT WALL MOUNT	MTY	05/01/2020-05/01/2020	B100	            59.92	         2.000
	30017026	BOSCH SECURITY SYSTEMS INC	A7F30095261	DINION IP 5000I BULLET 5MP HDR 2.7-12MM	MTT	05/01/2020-05/01/2020	B100	         1,810.72	         4.000
	30017026	BOSCH SECURITY SYSTEMS INC	A7F30095836	POLE MOUNT ADAPTER, SMALL	MTY	05/01/2020-05/01/2020	B100	            91.84	         2.000
	30017026	BOSCH SECURITY SYSTEMS INC	D101	LOCK & KEY SET, STANDARD	MTD	05/07/2020-05/07/2020	B100	             2.22	         1.000
	30017026	BOSCH SECURITY SYSTEMS INC	DS160	PIR REQUEST TO EXIT SENSOR WITH SOUNDER	MTD	05/01/2020-05/07/2020	B100	           891.00	        18.000
	30017026	BOSCH SECURITY SYSTEMS INC	TP160	TRIMPLATE FOR DS150/160	MTD	05/04/2020-05/07/2020	B100	            30.45	        29.000
	30017026	BOSCH SECURITY SYSTEMS INC	UBF:MTT	NDP-5512-Z30, VIDEO SURVEILLANCE	MTT	05/04/2020-05/04/2020	B100	         2,493.12	         2.000
	30017842	SAFETY TECHNOLOGY INTERNATIONAL INC	A7F30026250	MISC FEE	QGS	05/05/2020-05/08/2020	B100	            30.00	         3.000
	30017842	SAFETY TECHNOLOGY INTERNATIONAL INC	STI-3150	STOPPER II WITH COVER	MTA	05/05/2020-05/05/2020	B100	           758.88	        16.000
	30017842	SAFETY TECHNOLOGY INTERNATIONAL INC	UBF:MRF	SS2071ZA-EN	MRF	05/08/2020-05/08/2020	B100	            70.00	         1.000
	30017842	SAFETY TECHNOLOGY INTERNATIONAL INC	UBF:MTA	STI-14200NR	MTA	05/08/2020-05/08/2020	B100	           127.80	         4.000
	30017842	SAFETY TECHNOLOGY INTERNATIONAL INC	UBF:MTG	Handeling Fee	MTG	05/05/2020-05/05/2020	B100	           115.00	         4.000
	30017842	SAFETY TECHNOLOGY INTERNATIONAL INC	UBF:NIA	SS2201ZA-EN	NIA	05/05/2020-05/08/2020	B100	           302.00	         7.000
	30017852	FEYEN-ZYLSTRA LLC	A7F30000072	Feyen Zylstra_Base_5 4 20	QIB	05/04/2020-05/04/2020	B100	        28,191.00	    28,191.000
	30017869	MATCO ELECTRIC CORP	A7F30000072	Matco $8700 5/5/20	QIB	05/05/2020-05/05/2020	B100	         8,700.00	     8,700.000
	30018068	HURON VALLEY ELECTRIC INC	A7F30000072	HVE_T&M	QIB	05/08/2020-05/08/2020	B100	         1,097.10	     1,097.100
	30018244	MECHANICAL SALES INC	A7F30015861	ACH580 480V/60 3PHASE NEMA 1	QGS	05/05/2020-05/05/2020	B100	         1,340.00	         2.000
	30018335	KELE AND ASSOCIATES INC	24-013	DELTA-PRO PRESSURE SW. 1-10PSI	KFL	05/11/2020-05/11/2020	B100	            68.04	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30000837	N/C CONTACT BLOCK	MOA	05/04/2020-05/07/2020	B100	            28.60	         2.000
	30018335	KELE AND ASSOCIATES INC	A7F30001850	TRANSDUCER 0-100#	MRF	05/01/2020-05/01/2020	B100	           117.36	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30008999	0-60# PSI XDUCER ENCL W/GAUGE	NSB	05/04/2020-05/04/2020	B100	           234.00	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30010619	0.4-12in DPDT W/MAN. RESET, 24VAC	NSB	05/01/2020-05/11/2020	B100	           447.00	         6.000
	30018335	KELE AND ASSOCIATES INC	A7F30011203	ALUMINUM DIN RAIL - 1 METER	KIA	05/04/2020-05/04/2020	B100	            78.20	        17.000
	30018335	KELE AND ASSOCIATES INC	A7F30013471	Non Mercury Damper End Switch	KFL	05/06/2020-05/09/2020	B100	            56.00	         2.000
	30018335	KELE AND ASSOCIATES INC	A7F30017485	JUMPER BAR 5 POLES PER BAR	KIA	05/06/2020-05/06/2020	B100	             3.60	         4.000
	30018335	KELE AND ASSOCIATES INC	A7F30028053	PS1111-9,4.33X4.33X3.54,NON-METAL ENCL	JDC	05/08/2020-05/08/2020	B100	           203.76	        12.000
	30018335	KELE AND ASSOCIATES INC	A7F30029200	QL-3, DIN-RAIL CIRCUIT BREAKER, 3A	MJA	05/04/2020-05/04/2020	B100	           389.76	        16.000
	30018335	KELE AND ASSOCIATES INC	A7F30032346	CIRCUIT SEPARATOR	KIA	05/06/2020-05/06/2020	B100	             0.44	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30032526	1.5IN X 3 IN X 6.5 FT GRAY DUCT, INCL CO	KIA	05/08/2020-05/08/2020	B100	           108.00	         6.000
	30018335	KELE AND ASSOCIATES INC	A7F30032630	SD-R01,SPOT LEAK DETECTOR (FORM C OUTPT)	KFL	05/05/2020-05/05/2020	B100	           138.00	         2.000
	30018335	KELE AND ASSOCIATES INC	A7F30032645	OUTDR STRB HORN AMBER 24 AC/DC	MTH	05/11/2020-05/11/2020	B100	           587.40	         2.000
	30018335	KELE AND ASSOCIATES INC	A7F30047221	END SECTION FEM6D	KIA	05/01/2020-05/01/2020	B100	            17.40	        20.000
	30018335	KELE AND ASSOCIATES INC	A7F30050761	MARKER CARD (1-100) SIDE MOUNT	KIA	05/07/2020-05/07/2020	B100	            24.00	         6.000
	30018335	KELE AND ASSOCIATES INC	A7F30053633	DISCONNECT SWITCH ASSEMBLY WITH GREEN LI	MBA	05/01/2020-05/01/2020	B100	            34.00	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30054207	CAPILLARY MOUNTING CLIP-INDIVIDUAL PIECE	MRF	05/01/2020-05/08/2020	B100	            36.10	        38.000
	30018335	KELE AND ASSOCIATES INC	A7F30055222	DISP.FILTER W/STRAIGHT FITTING	JOH	05/01/2020-05/01/2020	B100	            90.00	        10.000
	30018335	KELE AND ASSOCIATES INC	A7F30056179	ROOM STATIC PRESSURE SENSOR	NSB	05/01/2020-05/01/2020	B100	            78.40	         7.000
	30018335	KELE AND ASSOCIATES INC	A7F30060020	105SP, TERMINAL BLOCK, FIVE POLES	KIA	05/05/2020-05/08/2020	B100	            34.86	        14.000
	30018335	KELE AND ASSOCIATES INC	A7F30060815	36 AIR FLOW SENSING	NSJ	05/04/2020-05/04/2020	B100	            83.40	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30061934	SS3, SAFE-T-SWITCH,PAN OVERFLOW SWITCH	KFL	05/05/2020-05/06/2020	B100	            17.20	         2.000
	30018335	KELE AND ASSOCIATES INC	A7F30062953	END PLATE FOR M4/6	KIA	05/01/2020-05/06/2020	B100	             7.50	        30.000
	30018335	KELE AND ASSOCIATES INC	A7F30062957	24 AIR FLOW SENSING	NSJ	05/04/2020-05/05/2020	B100	         2,232.96	        32.000
	30018335	KELE AND ASSOCIATES INC	A7F30062960	32 AIR FLOW SENSING	NSJ	05/04/2020-05/04/2020	B100	         2,287.60	        28.000
	30018335	KELE AND ASSOCIATES INC	A7F30062967	6MM (.238in) TERMINAL BLOCK	KIA	05/01/2020-05/08/2020	B100	           130.00	       200.000
	30018335	KELE AND ASSOCIATES INC	A7F30063001	2.25in X 3in X 6.56ft WHITE DUCT W/COVER	KIA	05/01/2020-05/01/2020	B100	           323.03	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30064946	EMERGENCY OPERATOR STATIONS ST120 SERIES	MTG	05/04/2020-05/04/2020	B100	           307.90	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30066384	KLNJ-A2, WHISKER SWITCH WITH 10A 120V CO	KFL	05/01/2020-05/01/2020	B100	           341.00	        11.000
	30018335	KELE AND ASSOCIATES INC	A7F30070147	FLOAT SWITCH WITH L BRACKET	KFL	05/06/2020-05/06/2020	B100	            14.00	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30083374	MP1-30B10, BLACK PUSHBUTTON	KIA	05/04/2020-05/04/2020	B100	           153.20	        10.000
	30018335	KELE AND ASSOCIATES INC	A7F30093060	INFRARED ROOM TEMP SENSOR	NSR	05/06/2020-05/06/2020	B100	           708.16	         2.000
	30018335	KELE AND ASSOCIATES INC	A7F30096496	SDU500A, 500VA 1230V UPS	MBL	05/01/2020-05/01/2020	B100	           420.86	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30099973	WIRE DUCT 1IN X 3IN X 6FT GRAY W/COVER	KIA	05/08/2020-05/08/2020	B100	           196.60	         4.000
	30018335	KELE AND ASSOCIATES INC	A7F30099974	WIRE DUCT 2IN X 3IN X 6FT GRAY W/COVER	KIA	05/08/2020-05/08/2020	B100	            56.53	         1.000
	30018335	KELE AND ASSOCIATES INC	A7F30100592	End Stop; replaces BAM	NSA	05/08/2020-05/08/2020	B100	             2.80	         4.000
	30018335	KELE AND ASSOCIATES INC	AFS-460	0.4-12in SPST SWITCH W/ MANUAL RESET	NSB	05/05/2020-05/05/2020	B100	            25.00	         1.000
	30018335	KELE AND ASSOCIATES INC	AFS-460-DSS	2-12in SWITCH W/2 SPST CONTACTS	NSB	05/04/2020-05/04/2020	B100	           960.00	        16.000
	30018335	KELE AND ASSOCIATES INC	ASE12X12X6NK	Pull Box, Screw Cover 12x12x6	IBA	05/06/2020-05/06/2020	B100	           180.95	         5.000
	30018335	KELE AND ASSOCIATES INC	DIN-3F	STEEL DIN RAIL - 1 METER	KIA	05/01/2020-05/11/2020	B100	            55.00	        11.000
	30018335	KELE AND ASSOCIATES INC	EV6	JUMPER BAR SUB-ASY PKG20	KIA	05/06/2020-05/06/2020	B100	             7.20	         1.000
	30018335	KELE AND ASSOCIATES INC	FS7-4W	FLOW SWITCH 1-1/4 NPT 120201	NSJ	05/04/2020-05/04/2020	B100	         1,140.82	         2.000
	30018335	KELE AND ASSOCIATES INC	LPI-1C-E-DBL	2 LCD INDICATORS W/ENCL	KIA	05/07/2020-05/07/2020	B100	           359.80	         2.000
	30018335	KELE AND ASSOCIATES INC	MR808/T	8-POS SPDT W/LED TRAK MT H/W	KIA	05/01/2020-05/01/2020	B100	            92.39	         1.000
	30018335	KELE AND ASSOCIATES INC	PT	STEAM SYPHON	NSB	05/05/2020-05/11/2020	B100	            16.80	         2.000
	30018335	KELE AND ASSOCIATES INC	SC2312-SE	Sensor, Skylight. 0-5VDC	NSS	05/01/2020-05/01/2020	B100	           764.75	         5.000
	30018335	KELE AND ASSOCIATES INC	SENTRY-SC250	CURRENT SW SPLIT CORE W/LED	IBA	05/01/2020-05/01/2020	B100	            51.87	         1.000
	30018335	KELE AND ASSOCIATES INC	TG511A1000	STAT GUARD CLEAR 5.1X6.1X2.5	NSR	05/05/2020-05/05/2020	B100	            30.71	         1.000
	30018335	KELE AND ASSOCIATES INC	TS-470	TS-470 DAMPER END SWITCH	NSR	05/06/2020-05/07/2020	B100	           108.15	         3.000
	30018335	KELE AND ASSOCIATES INC	TS-470-2	DAMPER END SWITCH 2 SPDT	MRF	05/04/2020-05/04/2020	B100	            41.09	         1.000
	30018335	KELE AND ASSOCIATES INC	UBF:JDC	A48H3616SSLP3PT, ENCLOSURE	JDC	05/01/2020-05/01/2020	B100	         2,531.88	         2.000
	30018335	KELE AND ASSOCIATES INC	UBF:KFA	JMP1004CC11	KFA	05/08/2020-05/08/2020	B100	           184.60	        10.000
	30018335	KELE AND ASSOCIATES INC	UBF:KFL	A/FLS-06-M	KFL	05/04/2020-05/04/2020	B100	           103.34	         1.000
	30018335	KELE AND ASSOCIATES INC	UBF:KIA	 ESP-PP0-VT  QTE#Q08071753718	KIA	05/05/2020-05/07/2020	B100	         1,267.38	        17.000
	30018335	KELE AND ASSOCIATES INC	UBF:MBA	PS-S6024	MBA	05/04/2020-05/04/2020	B100	         1,229.76	        18.000
	30018335	KELE AND ASSOCIATES INC	UBF:MOA	CL-502G-PK10	MOA	05/04/2020-05/04/2020	B100	           216.10	         1.000
	30018335	KELE AND ASSOCIATES INC	UBF:MRF	PILNOCB N/C Contact Block	MRF	05/04/2020-05/08/2020	B100	         1,564.08	        13.000
	30018335	KELE AND ASSOCIATES INC	UBF:NIA	869STR-R-AQ	NIA	05/05/2020-05/05/2020	B100	           225.00	         1.000
	30018335	KELE AND ASSOCIATES INC	UBF:NSA	HED2MSX	NSA	05/08/2020-05/08/2020	B100	            95.44	         1.000
	30018335	KELE AND ASSOCIATES INC	UBF:NSD	ST-B24S	NSD	05/07/2020-05/07/2020	B100	         5,045.40	        60.000
	30018477	INVENTIVE CONCEPTS INC	UBF:QOA	Inventive Concepts	QOA	05/01/2020-05/01/2020	B100	         5,000.00	     5,000.000
	30018483	JOHNSON CONTROLS INC	A7F30008377	A350PS-1C JOHNSON CONTROLLER	NSR	05/01/2020-05/01/2020	B100	         3,116.96	        14.000
	30018483	JOHNSON CONTROLS INC	UBF:OMH	VG2431UM+845E01, 2-way 3" VLV, NC	OMH	05/07/2020-05/07/2020	B100	         1,092.43	         1.000
	30018547	GREENHECK FAN CORP	A7F30052215	VCD-23 Class II Control Damper 18x18	JOV	05/06/2020-05/06/2020	B100	           147.63	         2.000
	30018547	GREENHECK FAN CORP	A7F30052250	VCD-33 Control Damper 7D-3-4	JOV	05/01/2020-05/08/2020	B100	         3,954.38	        18.000
	30018547	GREENHECK FAN CORP	A7F30052251	VCDR-53 Round Control Damper 7D2-15	JOV	05/01/2020-05/01/2020	B100	         2,055.24	        44.000
	30018547	GREENHECK FAN CORP	A7F30069511	12x12 Drive Arrangement OPTIONS & ACCES	JOV	05/06/2020-05/06/2020	B100	            57.04	         1.000
	30018547	GREENHECK FAN CORP	A7F30076902	VCDRM-53 ROUND MULTI BLADE CONTROL DAMPE	OMB	05/01/2020-05/01/2020	B100	           606.81	         2.000
	30018547	GREENHECK FAN CORP	UBF:KIA	878265, KIT,NEMA-4X SS	KIA	05/01/2020-05/01/2020	B100	         1,335.36	         6.000
	30018628	AUTOMATION DISPLAYS INC	UBF:MRF	AFD-S067A 3 ROOM ENVIR PANEL	MRF	05/04/2020-05/04/2020	B100	         2,000.00	         1.000
	30018654	COOPER WHEELOCK INC	A7F30007867	GASKET KIT FOR REAR WIRING TO OUTDOOR BA	MTH	05/06/2020-05/06/2020	B100	            41.25	        11.000
	30018654	COOPER WHEELOCK INC	A7F30017603	SUPERVISED HORN,ADJUSTABLE MOUNTING,15W,	MTH	05/05/2020-05/05/2020	B100	           327.88	         4.000
	30018654	COOPER WHEELOCK INC	E90-W	2W SPKR,RND,WALL/CEIL,WHT	MTO	05/06/2020-05/06/2020	B100	           535.26	        33.000
	30018654	COOPER WHEELOCK INC	IOB-W	ACCESSORIES	MTD	05/06/2020-05/06/2020	B100	            86.57	        11.000
	30018654	COOPER WHEELOCK INC	MB-G6-24-R	MOTOR BELL,INDOOR/OUTDOOR,24 VDC,6" SHEL	MTO	05/04/2020-05/04/2020	B100	           132.10	         5.000
	30018654	COOPER WHEELOCK INC	RSS-24MCW-FW	RSS STROBES	MTD	05/06/2020-05/06/2020	B100	            59.94	         2.000
	30018654	COOPER WHEELOCK INC	UBF:MTA	SA-S70-W WALL MOUNT SELF AMP SPEAK	MTA	05/05/2020-05/06/2020	B100	         5,972.96	       130.000
	30018654	COOPER WHEELOCK INC	UBF:MTB	Supervised Horn Loudspeaker	MTB	05/05/2020-05/06/2020	B100	         4,500.56	        26.000
	30018654	COOPER WHEELOCK INC	UBF:MTG	WPSBB-W	MTG	05/06/2020-05/06/2020	B100	         1,529.54	        61.000
	30018801	AUTOMATION COMPONENTS INC	A7F30001224	6N1-ISOS ANALOG 6-IN TO AVE,HI,LO,DIFF	MEH	05/08/2020-05/08/2020	B100	           544.00	         8.000
	30018801	AUTOMATION COMPONENTS INC	A7F30062312	DUCT TEMP SENSOR 1K RTD 50FT AVG MTL BOX	NSD	05/07/2020-05/07/2020	B100	           370.00	         4.000
	30018801	AUTOMATION COMPONENTS INC	A7F30064106	GP(0-50G)-20-P	ODD	05/04/2020-05/04/2020	B100	           653.25	        23.000
	30018801	AUTOMATION COMPONENTS INC	A7F30069420	TempSen,Duct AvgFlex50',20-120F StdCal	NSR	05/08/2020-05/08/2020	B100	           259.50	         2.000
	30018801	AUTOMATION COMPONENTS INC	A7F30073550	4" IMMERSION SENSOR NEMA 4 BOX	NSD	05/07/2020-05/07/2020	B100	           636.00	        24.000
	30018801	AUTOMATION COMPONENTS INC	A7F30084580	50' PT 385 AVERAGING SENSOR	NSD	05/04/2020-05/04/2020	B100	           185.00	         2.000
	30018801	AUTOMATION COMPONENTS INC	A7F30087015	A/RH5-TT1K-D-4X-4 4-20mA 0 to 70+ Deg C	NSD	05/07/2020-05/07/2020	B100	           158.76	         2.000
	30018801	AUTOMATION COMPONENTS INC	AIM1	ANALOG IN-OUT/OPTO ISO 1:1	MEH	05/08/2020-05/08/2020	B100	            70.00	         1.000
	30018801	AUTOMATION COMPONENTS INC	ENC1	ENCLOSURE 20 GA. 6"X 3"X 3"	JDC	05/08/2020-05/08/2020	B100	             8.00	         1.000
	30018801	AUTOMATION COMPONENTS INC	LPR	24VAC-ADJ VDC PWR REG	MEH	05/08/2020-05/08/2020	B100	            21.00	         1.000
	30018801	AUTOMATION COMPONENTS INC	PTS4.1G	PNEU OUTPUT MODULE W/ GAUGE	MEH	05/01/2020-05/01/2020	B100	           315.00	         4.000
